taxid	Guild	Trophic.Mode	Mycorrhizal	Endophyte	Pathogens	Saprotrophs	Pathotroph	Saprotroph	Symbiotroph
UDB031214_SH1412838.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03124081_SH1340396.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03124313_SH1336424.10FU	Endophyte-|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03124316_SH1336414.10FU	Endophyte-|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03125121_SH0134724.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03134431_SH0189235.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB0313613_SH1301795.10FU	|Undefined Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB031365_SH1389745.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB03143207_SH1153336.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB031454_SH1202598.10FU	Plant Pathogen-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB03150111_SH0149204.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB0315047_SH1229250.10FU	Dung Saprotroph-Soil Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03151164_SH0153344.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB03157173_SH0101654.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB031591_SH1196792.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB031610_SH1090937.10FU	Undefined Saprotroph-|Wood Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03163814_SH1057619.10FU	|Undefined Saprotroph|-Undefined Symbiotroph	Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB03165391_SH1057652.10FU	|Undefined Saprotroph|-Undefined Symbiotroph	Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB03166246_SH1314564.10FU	|Endophyte|-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB0316722_SH1321608.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03174252_SH1362913.10FU	Lichenized-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB03174799_SH1358868.10FU	|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03175807_SH0172829.10FU	Plant Pathogen	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
UDB031960_SH1149901.10FU	Plant Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03196633_SH1076396.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03196835_SH1324842.10FU	Lichenized-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB03199427_SH1310380.10FU	Lichenized-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB032252_SH1081164.10FU	Endophyte-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB0323439_SH1148147.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03235671_SH1233940.10FU	Endophyte-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03239787_SH1272102.10FU	Endophyte-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03251313_SH1119486.10FU	Undefined Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03252512_SH1055235.10FU	Undefined Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03252631_SH1119524.10FU	Plant Pathogen-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB03266951_SH0154252.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03297651_SH1347675.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03298442_SH0009631.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03298734_SH1064703.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03302098_SH1377475.10FU	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
UDB03302717_SH1221290.10FU	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
UDB0331476_SH1355337.10FU	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Pathogen-|Plant Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB0332510_SH1251695.10FU	Lichen Parasite-Plant Pathogen-Wood Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB03332061_SH1347741.10FU	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
UDB03335608_SH1340510.10FU	Plant Pathogen-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB033382_SH1189115.10FU	Bryophyte Parasite-|Plant Saprotroph|-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB0333875_SH1296164.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03346978_SH1249110.10FU	Ectomycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB033511_SH1336267.10FU	Ectomycorrhizal-|Wood Saprotroph|	Saprotroph-Symbiotroph	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB03376734_SH0097530.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03376777_SH0189932.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB033767_SH1319339.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB03376995_SH1352836.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03378872_SH0072770.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03384624_SH1391749.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03384671_SH1190895.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03385295_SH1391719.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03385824_SH1380296.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03385932_SH1400639.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03386787_SH1217213.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03386850_SH0109352.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03387377_SH1352411.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03387423_SH1391748.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03388239_SH1392206.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03389012_SH1380298.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB033968_SH1088755.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB034207_SH1388912.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB034330_SH0159407.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB034350_SH0089111.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB034356_SH1309113.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB0343920_SH1310481.10FU	|Undefined Saprotroph|-Undefined Symbiotroph	Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB03450389_SH1348516.10FU	Ectomycorrhizal-Ericoid Mycorrhizal-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03462128_SH1255549.10FU	Ectomycorrhizal-Ericoid Mycorrhizal-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03466940_SH1348505.10FU	Ectomycorrhizal-Ericoid Mycorrhizal-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03472739_SH1318782.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03473935_SH1255889.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03474758_SH0162795.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03475420_SH1268790.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03475844_SH1348547.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03476039_SH1268588.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03476040_SH1255425.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03476602_SH1256013.10FU	Plant Saprotroph-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB034966_SH1071215.10FU	Plant Pathogen-|Plant Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB035042_SH1379263.10FU	Plant Pathogen-Plant Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB035047_SH1054945.10FU	Lichen Parasite-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB035051_SH1412057.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035082_SH1371949.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035102_SH1155236.10FU	Ectomycorrhizal-Orchid Mycorrhizal-|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB035107_SH1295490.10FU	|Dung Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035118_SH1370312.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03512058_SH1369340.10FU	|Undefined Saprotroph|-Undefined Symbiotroph	Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB035121_SH1220036.10FU	|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB035127_SH1371242.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
UDB035137_SH1088288.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035184_SH1386976.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03518930_SH1201541.10FU	Ectomycorrhizal-Undefined Saprotroph	Saprotroph-Symbiotroph	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB035198_SH1220061.10FU	|Dung Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035212_SH1237319.10FU	Fungal Parasite-|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
UDB035218_SH1320143.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035225_SH1222326.10FU	Ectomycorrhizal-|Plant Saprotroph|-Wood Saprotroph	Saprotroph-Symbiotroph	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB035229_SH1052395.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035237_SH1406254.10FU	Endophyte-Plant Saprotroph-|Undefined Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB035239_SH1859992.10FU	|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB035249_SH1363918.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035272_SH0089128.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035279_SH1296382.10FU	|Endophyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB035290_SH1387288.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035319_SH1312700.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035325_SH1896227.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035372_SH1239463.10FU	|Animal Parasite|-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB035376_SH1342517.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
UDB035389_SH1230918.10FU	Endophyte-|Lichen Parasite|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
UDB035403_SH1244964.10FU	|Animal Parasite|-Animal Pathogen-Endophyte-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
UDB035418_SH1389857.10FU	Plant Pathogen-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB035464_SH0167277.10FU	Lichen Parasite-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
UDB03548292_SH1377566.10FU	Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03548672_SH1239696.10FU	Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB035487_SH1366677.10FU	Ectomycorrhizal-Endomycorrhizal-Orchid Mycorrhizal-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB035498_SH1351375.10FU	Endophyte-Plant Pathogen-|Plant Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03550984_SH1394488.10FU	Undefined Saprotroph-|Wood Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB035515_SH1274465.10FU	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03557933_SH0197183.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03561856_SH1369667.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03563536_SH1369629.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03563675_SH1379093.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03563847_SH0153671.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03563980_SH1383226.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03565619_SH1369657.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03567562_SH0181634.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03568093_SH1383213.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03568632_SH0149038.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03569913_SH1050494.10FU	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
UDB03570630_SH1383209.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03570773_SH0001629.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03571727_SH1379096.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03571732_SH1369778.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03571765_SH1210380.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03571826_SH1369781.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03572035_SH0137149.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03573808_SH0122408.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03574219_SH1072347.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03575195_SH1050499.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03575275_SH1395899.10FU	Dung Saprotroph-|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03575371_SH1217838.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03575683_SH1050551.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB036154_SH1388897.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB0361971_SH1331958.10FU	|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB03648735_SH1173805.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB0364918_SH1338567.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB036638_SH1241834.10FU	Bryophyte Parasite-Plant Pathogen-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB036681_SH1080514.10FU	|Plant Saprotroph|-Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03707373_SH1073743.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB0373082_SH1071699.10FU	Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UDB0373122_SH1297593.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03753927_SH1268585.10FU	Ectomycorrhizal-|Endophyte|-Ericoid Mycorrhizal-Orchid Mycorrhizal-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB03756105_SH1375709.10FU	|Lichenized|	Symbiotroph	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
UDB037827_SH1272150.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB037836_SH1412793.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
UDB03790896_SH1348498.10FU	Ectomycorrhizal-|Endophyte|-Ericoid Mycorrhizal-Orchid Mycorrhizal-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB03803942_SH1370077.10FU	|Undefined Saprotroph|-Undefined Symbiotroph	Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
UDB038080_SH1232506.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
